timestamp,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
0.0,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1910353600978851,-9.745745658874512,-0.1374019235372543
0.004999876022338867,9.72897032625042e-06,0.0034640692174434,0.0017291877884417,0.1911194324493408,-9.765008926391602,-0.1178060322999954
0.009999990463256836,-0.0017356002936139,0.0034640692174434,-1.6141464584507048e-05,0.1710847020149231,-9.706830024719238,-0.1570247411727905
0.015001296997070312,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1717458665370941,-9.70465087890625,-0.0970380008220672
0.020000934600830078,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1715254783630371,-9.705377578735352,-0.1170335859060287
0.02500128746032715,9.72897032625042e-06,0.0017187398625537,-1.6141464584507048e-05,0.1514384895563125,-9.68644905090332,-0.1370560675859451
0.030000686645507812,9.72897032625042e-06,0.0017187398625537,0.0017291877884417,0.1914443075656891,-9.685778617858888,-0.1362029016017913
0.035001277923583984,9.72897032625042e-06,0.0052093984559178,-1.6141464584507048e-05,0.1713891625404358,-9.725366592407228,-0.1174332648515701
0.040001869201660156,-0.0017356002936139,-0.0017719186143949,-1.6141464584507048e-05,0.1513862460851669,-9.725701332092283,-0.1178598403930664
0.045001983642578125,9.72897032625042e-06,0.0017187398625537,0.0017291877884417,0.1710324585437774,-9.746081352233888,-0.1378285139799118
0.05000162124633789,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1714732348918914,-9.74462890625,-0.09783735871315
0.05500173568725586,9.72897032625042e-06,-2.658932498889044e-05,0.0034745170269161,0.1709483861923217,-9.726819038391112,-0.1574244201183319
0.06000256538391113,0.0017550581833347,0.0034640692174434,-1.6141464584507048e-05,0.1913920640945434,-9.725030899047852,-0.1170066744089126
0.06500244140625,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1913079917430877,-9.705767631530762,-0.1366025656461715
0.07000231742858887,-0.0017356002936139,0.0034640692174434,-1.6141464584507048e-05,0.1916124522686004,-9.72430419921875,-0.0970110893249511
0.07500314712524414,9.72897032625042e-06,-2.658932498889044e-05,-1.6141464584507048e-05,0.1515225619077682,-9.70571231842041,-0.117460161447525
0.08000326156616211,9.72897032625042e-06,0.0034640692174434,-1.6141464584507048e-05,0.1713891625404358,-9.725366592407228,-0.1174332648515701
0.08500289916992188,0.0017550581833347,-2.658932498889044e-05,0.0034745170269161,0.1716617941856384,-9.685388565063477,-0.1166339218616485
